,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,179654353.91583908,66755101.655427605,30700000.0,8693.033180973494,0.025922141269878816
131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,135417181.22468245,38730877.93823339,169200000.0,0.0,0.12659468419113473
132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,171233907.41485232,64459323.85318004,30700000.0,11164.288590611673,0.01845888995701156
133,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,3,0,0,3,0,0,44920322.54875872,131912774.98371777,146000000.0,0.0,0.0441468786308802
134,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,144131231.14207745,15063068.18035096,369700000.0,3249.0473999002024,0.053113240186748435
135,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1862238393.9004128,12857587.774250694,61400000.0,0.0,1.3049437294109665
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533752009.9092389,42291505.65437629,0.0,13542.848341723118,0.30417338311298175
137,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84130388.64599119,6320800.309666242,485000000.0,4918.173958465887,0.01181236782654824
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1912840461.181922,20299287.62732069,0.0,11667.356550530785,0.49407798558922267
139,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,5,1,7,0,0,0,3,25279350.836934585,80219708.0,842700000.0,1470.1658348727851,0.0029486672641939123
140,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111963659.16216685,6320800.0,236500000.0,5926.207670055795,0.015183526820281325
141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,292504321.57217085,24198032.45136138,84600000.0,0.0,0.3797118700355832
142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,200302753.78307462,45708610.93371013,30700000.0,9508.57770207238,0.03159831604978032
143,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42452539.97431939,0.0,606200000.0,1237.2141134629785,0.014228368646376789
144,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,3,7,0,3,0,0,5873997.933950526,102421810.39000231,721500000.0,138.41280569193026,0.003908360173965845
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,521973302.55824244,45708610.93371013,0.0,12718.972817569693,0.3034219741770568
146,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,83221021.7204531,20319063.206658736,351800000.0,0.0,0.09561229982693055
147,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,23444991.637888797,81333321.34588188,636900000.0,1208.3483088676116,0.003907768578058938
148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,264017420.2742826,69367227.44620815,30700000.0,0.0,0.2486248144249665
149,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191412389.11996144,0.0,230600000.0,10139.679078344572,0.0271244165917128
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,7,0,0,4,0,0,1,3,3,5,0,0,11524088.70053167,203419512.14972037,0.0,532.7219957176821,0.002310727740182358
151,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121878278.12953423,25037214.086173728,321100000.0,0.0,0.12943440516005927
152,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,4261998.365551452,84418724.43707104,1137100000.0,130.46912484871936,0.0013450808216159385
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1890840784.09966,24198032.45136138,0.0,22978.38951522763,0.15983416180597187
154,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,2,0,0,0,3,0,0,2,0,0,2,1,0,3,0,0,1339001.1601079847,114454279.10919932,939300000.0,77.22919432931933,0.000113963867022241
155,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,4,0,6,0,0,3752611.281730995,122009599.76035054,854700000.0,139.2625348896661,0.0007024291234246333
156,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342066763.0703787,32694901.094161935,61400000.0,14865.18935826981,0.035082544790190184
157,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,2,3,0,0,5678860.308842405,122134415.86697489,721500000.0,0.0,0.005545880575313673
158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,267572514.2061247,35119197.44027519,84600000.0,0.0,0.36773180197184296
159,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,28779897.369055316,9695195.36216505,503700000.0,842.9189435294041,0.009557725611096775
160,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,126187578.89433463,77736980.38881242,61400000.0,7180.162830867716,0.015804476069124402
161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,337391843.68913054,39015701.403828174,30700000.0,0.0,0.31774891025213337
162,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,77847867.31789488,8453407.696608048,575500000.0,2088.0153522165647,0.03447373973955609
163,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,84353328.59929758,53912136.60108379,146000000.0,4305.341967486435,0.011931148904615854
164,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,3,0,0,1,0,0,2,0,4,7,0,0,603696.5509336577,130036683.12893122,624900000.0,20.82729904358237,0.00012340686286489036
165,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,3,5,0,2,0,0,7055966.7652766835,118284830.21585503,606200000.0,0.0,0.006862581977707245
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546233290.8838017,37255203.23710208,0.0,13660.382191771541,0.3076289397356961
167,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,1,3,0,7,0,0,16549993.239117306,138498079.0073023,115300000.0,646.6910340737215,0.0014470745676597387
168,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87243198.59380561,0.0,569600000.0,4303.6729469731345,0.013936008848661238
169,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,228932464.0183112,57354573.83472725,61400000.0,7091.091674402914,0.08550670556980337
170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,7,0,0,5,0,0,3,1,3,6,0,0,1893487.2502864164,221474021.69921935,30700000.0,125.63276764558316,0.0001400687283621362
171,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,1,2,0,6,0,0,17752494.151078776,126217828.3821042,333100000.0,847.4357303690297,0.0030438045807902837
172,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,82186621.63406105,29339878.5720282,351800000.0,0.0,0.09745552412587291
173,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,1,2,3,0,32959316.527112223,91177211.2016991,382500000.0,900.6204047156486,0.013676202854409144
174,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,193872352.04708537,20696082.48629594,115300000.0,11352.504967941966,0.025372687713683714
175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,336454817.31316996,41148308.79076998,30700000.0,0.0,0.3172774797894399
176,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,185800443.36275268,24447158.301910475,333100000.0,0.0,0.2057523838159402
177,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184260597.27587858,25037214.086173728,146000000.0,5644.290773795791,0.061971742000661835
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,4,0,0,5,3,2,5,0,0,6380931.900916231,209348874.07606798,0.0,289.9114859372461,0.0015022742771535588
179,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,2,0,0,76281419.91496488,85043544.25475991,61400000.0,0.0,0.09373956040704132
180,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92202297.33032387,6320800.309666242,267200000.0,4027.459717626341,0.015618461852898927
181,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,99849528.7650019,73726389.45770945,115300000.0,5316.790378477122,0.012536856390502487
182,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,100279063.95095293,58455165.32663889,146000000.0,0.0,0.10722976847619763
183,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,2,3,0,5,0,0,43719518.3275797,104012151.82456546,176700000.0,1740.235602353815,0.006041749215937123
184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871278957.4514234,0.0,30700000.0,0.0,1.311809988759875
185,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,1,1,0,5,0,0,13726996.28466258,123780342.71995173,363800000.0,743.5560965433313,0.0014106826341731566
186,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,193872352.04708537,7332080.219521779,115300000.0,13244.589129265627,0.025372687713683714
187,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,2,7,2,5,0,0,5967988.351923555,178518778.94240403,115300000.0,299.0112843681169,0.0007565463361568419
188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,3,5,0,0,112426019.9479047,95341260.3582628,30700000.0,6244.632045727723,0.01639539455865279
189,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,106894062.79055512,22167818.198803753,236500000.0,3018.304720528441,0.03350824969696632
190,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,65221902.63271397,50962397.12067895,357700000.0,0.0,0.06043505294109444
191,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,120497928.6322374,45796089.10791659,115300000.0,0.0,0.14231496845353075
192,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,25801222.303918548,89673223.81690525,515700000.0,616.9092455817021,0.017015030336611496
193,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,194497279.34992236,12857587.774250694,115300000.0,5527.861683800964,0.07623120645209758
194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,7,0,0,4,0,0,2,0,0,7,0,0,8000998.998779397,193535929.23229283,30700000.0,266.0311426373715,0.0017079451711616198
195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,141554242.83722252,78963832.00642252,30700000.0,6898.51186660668,0.022606151591549675
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,4,0,0,0,0,0,4,0,0,83490033.00849633,144878398.8997057,0.0,4222.839615944649,0.009398765770284527
197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,131080823.29518232,39642595.51689799,84600000.0,3498.592143220111,0.045464879024647964
198,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,86182559.33947779,28752695.323928736,267200000.0,2355.7658160294936,0.03130632774326891
199,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,100279063.95095293,46724604.905972004,146000000.0,2702.2560436283184,0.03860271665143114
200,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,7,1,1,3,0,0,54261955.71080029,125339430.25786108,61400000.0,1525.8335376066657,0.019118958875670024
201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,155812604.6742288,72810338.41540392,30700000.0,0.0,0.1494620664796186
202,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,165594164.92372572,28488618.508469995,115300000.0,0.0,0.15029589157631143
203,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,70869514.37325102,31358014.39583997,297900000.0,2017.1876893169565,0.0228887272643096
204,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,137815007.6406782,39298865.86767298,146000000.0,0.0,0.13559540691543093
205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,3,0,0,3,0,0,1,2,3,6,0,0,16247565.042811407,177859271.3400692,30700000.0,461.36181634804217,0.00697664421557884
206,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,76281419.91496488,44443761.34729548,230600000.0,4219.98950028948,0.011248747248844955
207,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,56210119.95775169,48154871.04257673,176700000.0,2759.3385783635804,0.007695307842559536
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,7,0,0,0,0,4,0,0,0,160393263.75791317,81171960.33758967,0.0,9365.923460216434,0.017062018394332034
209,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,0,0,68947310.0701338,74440457.72342509,230600000.0,0.0,0.08019577997105534
210,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,4,0,0,18395291.90379087,107839904.05728413,515700000.0,0.0,0.02118893519519471
211,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,3,0,0,0,88907535.13885504,49284629.91867351,236500000.0,0.0,0.08448677592465628
212,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,89573063.56775291,82694452.21826115,115300000.0,0.0,0.0855532206545157
213,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,3,0,0,0,0,1,1,0,4,3,0,0,16555519.522004837,114840802.02576545,419100000.0,496.52021881276664,0.002298673164939449
214,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,100160906.64559683,63508401.44395137,115300000.0,4299.217298803978,0.015694642011262788
215,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,7,2,1,3,0,0,43014101.433925815,109092304.58850414,176700000.0,2112.4590405150534,0.004784199476654077
216,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,104950554.79023203,44193513.54513965,176700000.0,6592.673834206515,0.010593551674597171
217,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,116045376.17387268,78963832.00642252,115300000.0,0.0,0.13899527860638597
218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,129072565.2344762,69919433.21345282,84600000.0,5970.904158846804,0.019804932837870392
219,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,1,0,1,4,3,5,0,0,13215065.483948134,169193551.31755644,115300000.0,221.7065306516225,0.0030861287122896765
220,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,72406775.3420301,52646921.24174769,176700000.0,0.0,0.07217824266587845
221,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,86187602.43091111,58109617.398991585,146000000.0,3577.5045741501126,0.015058943123475627
222,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42452539.97431939,52994188.72148262,388400000.0,1237.2141134629785,0.014228368646376789
223,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,3,0,0,1,0,0,1,3,0,4,0,0,33516735.379782647,116582171.92796884,351800000.0,1376.0244380926506,0.008391735035759759
224,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,3,0,0,44438677.78686398,70893888.09036878,297900000.0,1125.1838698608462,0.014228139149303078
225,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,4,0,0,80106665.75879022,73922437.80152315,146000000.0,0.0,0.0675651404529451
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,4,1,0,0,0,0,123008914.61084962,81384568.34515023,0.0,0.0,0.12060465015926461
227,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,3,0,0,7,0,0,1,0,0,5,0,0,18770507.75549201,167353243.10575968,61400000.0,631.9908557888327,0.0043422533797957755
228,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0,28507209.188901536,68772096.9478232,382500000.0,1368.7323229469348,0.004010477077621589
229,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,26453381.3218981,41369072.56271629,636900000.0,1249.0178153348827,0.003813810851335019
230,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,3,0,0,7,0,0,1,3,2,5,0,0,8436413.673532754,184482312.90241987,61400000.0,271.3438232826356,0.0022644058898418137
231,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,105852471.25244921,44214045.05014181,146000000.0,2790.3227199237936,0.043195806614387974
232,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,3,0,0,46340539.18202434,110057239.16644889,230600000.0,0.0,0.05136292579817744
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,4,0,0,1,2,3,5,0,0,16403700.85721283,181983495.92469555,0.0,462.6080665056273,0.007147915532468107
234,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,113363046.32386532,31358014.39583997,199900000.0,3063.1256620964873,0.04935589864252803
235,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,21390180.79828515,92455877.38697934,419100000.0,0.0,0.020301776072740044
236,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,196519029.9882102,6320800.309666242,115300000.0,0.0,0.2070576393753265
237,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,2,0,0,61579118.0358201,97501103.468874,61400000.0,0.0,0.06665199953506937
238,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,25514496.343811452,42836860.85486305,636900000.0,1191.689786471203,0.0037395604878313372
239,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,46510348.613152705,42001377.45155813,388400000.0,1863.8675699168252,0.006492086912959655
240,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,4,0,3,0,0,36088016.10499544,71696175.20515183,297900000.0,1689.306030657271,0.004215885643598001
241,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,1,0,3,0,0,62333864.39513298,79468986.37964767,146000000.0,0.0,0.058794899563840895
242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,7,3,1,0,0,106135615.83491883,112584587.44225787,30700000.0,0.0,0.10574824568975992
243,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,6,0,3,0,0,56096229.542413816,111142110.07859758,146000000.0,0.0,0.05407493238378877
244,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,4,0,0,2,0,0,3,2,2,5,0,0,342795.1034156967,137439548.4425876,351800000.0,22.850760841675662,2.5304951448399684e-05
245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,5,0,0,1,2,3,6,0,0,9990007.18784382,182459636.01931676,30700000.0,533.3380481342662,0.001092710630826817
246,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,3,0,0,4,0,0,2,2,3,6,0,0,3025096.2999794288,181654498.43767875,92100000.0,100.08895794247721,0.0006523356228554493
247,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,3,5,0,0,57943295.5544157,114330537.30234243,61400000.0,0.0,0.05504164566849414
248,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,84202223.37860622,8453407.696608048,382500000.0,0.0,0.07938375221700561
249,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,7,4,0,3,0,0,25732248.523146622,81077200.85623439,382500000.0,1489.9867267861857,0.003032772526707374
250,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,111963659.16216685,36672326.35204622,236500000.0,0.0,0.12652939016901105
251,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,48138211.273419,52610012.768048435,261300000.0,0.0,0.058440884889905315
252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,3,3,0,0,106449165.25716086,109873918.07591099,30700000.0,0.0,0.10590538917732442
253,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,49027612.877976924,36672326.35204622,297900000.0,1235.6971660296992,0.01723240791602145
254,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42452539.97431939,32694901.094161935,473000000.0,2053.9687430537724,0.00592848693599033
255,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,3,0,0,6,1,0,3,2,3,5,0,0,4794708.420978684,209605926.32381052,61400000.0,288.98490911257784,0.000517989641060891
