,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,policy
0,0.0,780280569.8336395,1525000000.0,0.0,0.0,0
1,0.0,780280569.8336395,1525000000.0,0.0,0.0,0
2,0.0,780280569.8336395,1525000000.0,0.0,0.0,0
3,0.0,780280569.8336395,1525000000.0,0.0,0.0,0
4,15013250.540543325,780280569.8336395,1525000000.0,0.0,0.026720953994622158,0
5,2662264.5639663446,780280569.8336395,1525000000.0,0.0,0.003060027013021646,0
6,13624520.506478112,780280569.8336395,1525000000.0,0.0,0.012831840130685834,0
7,1043316.0178802279,780280569.8336395,1525000000.0,0.0,0.0028311862286798757,0
8,2299776.743654481,780280569.8336395,1525000000.0,0.0,0.0008368933089770385,0
9,7729130.323053818,780280569.8336395,1525000000.0,0.0,0.017016991922517426,0
10,0.0,614737916.9614404,1261300000.0,0.0,0.0,1
11,2460562.2743324554,614737916.9614404,1261300000.0,115.96191569073638,0.00021603862243102268,1
12,0.0,614737916.9614404,1261300000.0,0.0,0.0,1
13,27911.89476174607,614737916.9614404,1261300000.0,2.6003000741426634,4.93619497863701e-06,1
14,0.0,614737916.9614404,1261300000.0,0.0,0.0,1
15,10505388.198742028,614737916.9614404,1261300000.0,816.4330830762306,0.0014403871221770697,1
16,60928892.03202075,614737916.9614404,1261300000.0,3851.4685181849836,0.006354258931398805,1
17,0.0,614737916.9614404,1261300000.0,0.0,0.0,1
18,333310.23513502907,614737916.9614404,1261300000.0,18.56246436188737,1.7126703776757895e-05,1
19,4052407.4607289657,614737916.9614404,1261300000.0,312.60978240672017,0.00056933728741675,1
20,0.0,787441428.5550469,711800000.0,0.0,0.0,2
21,0.0,787441428.5550469,711800000.0,0.0,0.0,2
22,0.0,787441428.5550469,711800000.0,0.0,0.0,2
23,0.0,787441428.5550469,711800000.0,0.0,0.0,2
24,15688855.460433941,787441428.5550469,711800000.0,617.6868133855853,0.0037617805998845693,2
25,0.0,787441428.5550469,711800000.0,0.0,0.0,2
26,0.0,787441428.5550469,711800000.0,0.0,0.0,2
