,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,policy
0,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
1,57863221.63047814,227262678.25002208,30700000.0,2779.8470248347903,0.005849083648492513,0
2,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
3,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
4,144779943.3994869,227262678.25002208,30700000.0,3812.041372885311,0.012256560224366319,0
5,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
6,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
7,69892626.42823778,227262678.25002208,30700000.0,3369.6076672031595,0.006983564055035105,0
8,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
9,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
10,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
11,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
12,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
13,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
14,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
15,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
16,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
17,49812028.048041314,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
18,46739940.187609926,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
19,54299127.58475298,227262678.25002208,30700000.0,2393.3655491197405,0.005033088674043296,0
20,169543739.8087048,227262678.25002208,30700000.0,4788.28349096873,0.014207035605358128,0
21,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
22,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
23,72256326.3259061,227262678.25002208,30700000.0,3382.0936965459614,0.0070564091817020965,0
24,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
25,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
26,158747263.59388515,227262678.25002208,30700000.0,4252.528014730096,0.01318483553365354,0
27,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
28,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
29,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
30,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
31,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
32,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
33,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
34,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
35,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
36,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
37,181781307.66013485,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
38,156474842.69426817,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
39,171496646.1313766,227262678.25002208,30700000.0,4854.774686441268,0.014392161066863123,0
40,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
41,175756145.57420662,227262678.25002208,30700000.0,2986.9930695476523,0.0191223857071381,0
42,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
43,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
44,0.0,227262678.25002208,30700000.0,0.0,0.0,0
45,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
46,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
47,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
48,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
49,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
50,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
51,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
52,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
53,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
54,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
55,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
56,177202997.286626,227262678.25002208,30700000.0,3133.930865814278,0.01934258888354039,0
57,174776843.7855847,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
58,213702979.431936,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
59,185942048.42790854,227262678.25002208,30700000.0,2936.545172092077,0.018993881020712085,0
60,61166923.95327836,227262678.25002208,30700000.0,3838.6998955396357,0.006894120151303031,0
61,58616734.61999809,227262678.25002208,30700000.0,3686.5591135888167,0.006590138027000364,0
62,58616734.61999809,227262678.25002208,30700000.0,3686.5591135888167,0.006590138027000364,0
