,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,policy
0,156271805.73932135,0,0.0,0.0,0.22258061627770268,policy zero
1,323475058.52654797,0,0.0,0.0,0.23735224914623013,policy zero
2,2204541737.185002,0,0.0,0.0,3.175822230741993,policy zero
3,1341756638.107454,0,0.0,0.0,2.3470113356753135,policy zero
4,2459155822.41436,0,0.0,0.0,1.6306991984418095,policy zero
5,3429377245.853365,0,0.0,0.0,2.2505207396053386,policy zero
6,819858073.552274,0,0.0,0.0,0.6809375235497723,policy zero
7,541833072.3007443,0,0.0,0.0,0.7994234094075485,policy zero
8,2100586689.4189363,0,0.0,0.0,1.6479499144361316,policy zero
9,2165464495.3980145,0,0.0,0.0,1.720772638540613,policy zero
